category,headline,links,short_description,keywords,category_encoded,input_text
STYLE & BEAUTY,"['grammy', 'well', 'dress', 'star', 'give', 'good', 'style', 'photo']",https://www.huffingtonpost.com/entry/grammys-2012-best-dressed_us_5b9b505de4b03a1dcc769087,"['grammy', 'come', 'soon', 'enough', 'us', 'style', 'list', 'nearing', 'end', 'award']","['grammys', '2012', 'best', 'dressed']",6,"['grammy', 'well', 'dress', 'star', 'give', 'good', 'style', 'photo', 'grammy', 'come', 'soon', 'enough', 'us', 'style', 'list', 'nearing', 'end', 'award', 'grammys', '2012', 'best', 'dressed']"
ENTERTAINMENT,"['chris', 'browns', 'new', 'song', 'include', 'gay', 'friendly', 'message', 'connection', 'singer', 'unity', 'campaign']",https://www.huffingtonpost.com/entry/chris-brown-new-song_us_5bb42d21e4b066f8d255ba4d,"['chris', 'brown', 'use', 'prone', 'homophobic', 'slur', 'he', 's', 'singe', 'different', 'tune', 'one', 'decidedly', 'pro', 'gay', 'brown']","['chris', 'brown', 'new', 'song']",1,"['chris', 'browns', 'new', 'song', 'include', 'gay', 'friendly', 'message', 'connection', 'singer', 'unity', 'campaign', 'chris', 'brown', 'use', 'prone', 'homophobic', 'slur', 'he', 's', 'singe', 'different', 'tune', 'one', 'decidedly', 'pro', 'gay', 'brown', 'chris', 'brown', 'new', 'song']"
BUSINESS,"['wells', 'fargo', 'scandal', 'setback', 'lobbying', 'effort', 'big', 'bank']",https://www.huffingtonpost.com/entry/wells-fargo-lobbying_us_57f50546e4b0325452629c51,"['case', 'send', 'shock', 'wave', 'industry']","['wells', 'fargo', 'lobbying']",0,"['wells', 'fargo', 'scandal', 'setback', 'lobbying', 'effort', 'big', 'bank', 'case', 'send', 'shock', 'wave', 'industry', 'wells', 'fargo', 'lobbying']"
SPORTS,"['user', 'reach', 'super', 'bowl', 'defeat', 'falcon', 'pfc', 'championship', 'game', 'photo']",https://www.huffingtonpost.com/entry/49ers-super-bowl-falcons-nfc-title_us_5bb6cbfde4b097869fd2e651,"['story', 'continue', 'user', 'would', 'shut', 'falcon', 'second', 'half', 'come', 'behind', 'punch', 'ticket']","['49ers', 'super', 'bowl', 'falcons', 'nfc', 'title']",5,"['user', 'reach', 'super', 'bowl', 'defeat', 'falcon', 'pfc', 'championship', 'game', 'photo', 'story', 'continue', 'user', 'would', 'shut', 'falcon', 'second', 'half', 'come', 'behind', 'punch', 'ticket', '49ers', 'super', 'bowl', 'falcons', 'nfc', 'title']"
TRAVEL,"['take', 'amazing', 'race', 'africa']",https://www.huffingtonpost.com/entry/the-amazing-race-botswana_us_5b9cf201e4b03a1dcc832a2f,"['night', 'safari', 'camp', 'peace', 'siren', 'car', 'horn', 'radio', 'blare', 'hear', 'sound', 'animal', 'around', 'like', 'lion', 'walk', 'tent']","['the', 'amazing', 'race', 'botswana']",7,"['take', 'amazing', 'race', 'africa', 'night', 'safari', 'camp', 'peace', 'siren', 'car', 'horn', 'radio', 'blare', 'hear', 'sound', 'animal', 'around', 'like', 'lion', 'walk', 'tent', 'the', 'amazing', 'race', 'botswana']"
POLITICS,"['congresswoman', 'allyson', 'schwartz', 'late', 'obama', 'highlight', 'boldness']",https://www.huffingtonpost.com/entry/congresswoman-allyson-sch_1_b_5208200.html,"['roll', 'prove', 'success', 'million', 'sign', 'up', 'think', 'democrats', 'seize', 'day', 'follow', 'representative', 'schwartz', 'bold', 'example']","['congresswoman', 'allyson', 'sch']",4,"['congresswoman', 'allyson', 'schwartz', 'late', 'obama', 'highlight', 'boldness', 'roll', 'prove', 'success', 'million', 'sign', 'up', 'think', 'democrats', 'seize', 'day', 'follow', 'representative', 'schwartz', 'bold', 'example', 'congresswoman', 'allyson', 'sch']"
BUSINESS,"['boss', 'urge', 'we', 'raise', 'federal', 'minimum', 'wage']",https://www.huffingtonpost.com/entry/christine-lagarde-minimum-wage_us_5703c7f1e4b0daf53af0d8ff,"['christine', 'laggard', 'reckon', 'high', 'minimum', 'wage', 'family', 'friendly', 'policy', 'would', 'improve', 'economy']","['christine', 'lagarde', 'minimum', 'wage']",0,"['boss', 'urge', 'we', 'raise', 'federal', 'minimum', 'wage', 'christine', 'laggard', 'reckon', 'high', 'minimum', 'wage', 'family', 'friendly', 'policy', 'would', 'improve', 'economy', 'christine', 'lagarde', 'minimum', 'wage']"
FOOD & DRINK,"['light', 'camera', 'oscar', 'party']",https://www.huffingtonpost.com/entry/academy-awards-party_us_5b9cd673e4b03a1dcc824998,"['host', 'glam', 'fill', 'hollywood', 'inspire', 'oscar', 'bash', 'home', 'tasty', 'cocktail', 'easy', 'assemble', 'meal', 'fun', 'game', 'sure', 'ballot', 'good', 'host', 'zero', 'fail', 'mission']","['academy', 'awards', 'party']",2,"['light', 'camera', 'oscar', 'party', 'host', 'glam', 'fill', 'hollywood', 'inspire', 'oscar', 'bash', 'home', 'tasty', 'cocktail', 'easy', 'assemble', 'meal', 'fun', 'game', 'sure', 'ballot', 'good', 'host', 'zero', 'fail', 'mission', 'academy', 'awards', 'party']"
ENTERTAINMENT,"['walk', 'dead', 'star', 'reportedly', 'leave', 'inst', 'gram', 'body', 'shame', 'update']",https://www.huffingtonpost.com/entry/walking-dead-star-reportedly-deletes-instagram-after-body-shaming_us_591c7d50e4b034684b08b6a4,"['report', 'say', 'alana', 'masters', 'delete', 'account', 'due', 'abuse']","['walking', 'dead', 'star', 'reportedly', 'deletes', 'instagram', 'after', 'body', 'shaming']",1,"['walk', 'dead', 'star', 'reportedly', 'leave', 'inst', 'gram', 'body', 'shame', 'update', 'report', 'say', 'alana', 'masters', 'delete', 'account', 'due', 'abuse', 'walking', 'dead', 'star', 'reportedly', 'deletes', 'instagram', 'after', 'body', 'shaming']"
POLITICS,"['bernie', 'sanders', 'want', 'congress', 'treat', 'big', 'parma', 'like', 'big', 'tobacco']",https://www.huffingtonpost.com/entry/bernie-sanders-big-pharma-opioids_us_5a78d78be4b018ad894efbc0,"['senator', 'want', 'legislation', 'hear', 'address', 'pharmaceutical', 'company', 'role', 'opioid', 'epidemic']","['bernie', 'sanders', 'big', 'pharma', 'opioids']",4,"['bernie', 'sanders', 'want', 'congress', 'treat', 'big', 'parma', 'like', 'big', 'tobacco', 'senator', 'want', 'legislation', 'hear', 'address', 'pharmaceutical', 'company', 'role', 'opioid', 'epidemic', 'bernie', 'sanders', 'big', 'pharma', 'opioids']"
PARENTING,"['donnas', 'cancer', 'story', 'infection']",https://www.huffingtonpost.com/entry/childhood-cancer_us_5b9c5780e4b03a1dcc7dec0a,"['see', 'wind', 'blow', 'donnas', 'health', 'well', 'well', 'struggle', 'struggle', 'inclination', 'wallow', 'pity', 'situation', 'want', 'live', 'know', 'intuitively', 'life', 'privilege', 'waste', 'moment']","['childhood', 'cancer']",3,"['donnas', 'cancer', 'story', 'infection', 'see', 'wind', 'blow', 'donnas', 'health', 'well', 'well', 'struggle', 'struggle', 'inclination', 'wallow', 'pity', 'situation', 'want', 'live', 'know', 'intuitively', 'life', 'privilege', 'waste', 'moment', 'childhood', 'cancer']"
STYLE & BEAUTY,"['online', 'date', 'algorithm', 'world']",https://www.huffingtonpost.com/entry/online-dating-algorithm_us_5b9cc79de4b03a1dcc81cb73,"['ever', 'wonder', 'happen', 'behind', 'scene', 'online', 'date', 'site', 'know', 'could', 'find', 'date', 'mate', 'base', 'medical', 'issue', 'pet', 'ethnicity']","['online', 'dating', 'algorithm']",6,"['online', 'date', 'algorithm', 'world', 'ever', 'wonder', 'happen', 'behind', 'scene', 'online', 'date', 'site', 'know', 'could', 'find', 'date', 'mate', 'base', 'medical', 'issue', 'pet', 'ethnicity', 'online', 'dating', 'algorithm']"
PARENTING,"['father', 'learn']",https://www.huffingtonpost.com/entry/lessons-from-dad_us_5b9bd9ece4b03a1dcc7abcb7,"['force', 'child', 'play', 'clarinet', 'cause', 'take', 'drum', 'later', 'life']","['lessons', 'from', 'dad']",3,"['father', 'learn', 'force', 'child', 'play', 'clarinet', 'cause', 'take', 'drum', 'later', 'life', 'lessons', 'from', 'dad']"
WELLNESS,"['boxes', 'old', 'letter']",https://www.huffingtonpost.com/entry/conscious-relationships_us_5b9df424e4b03a1dcc8f6ba4,"['often', 'carry', 'letter', 'around', 'purse', 'week', 'interlude', 'set', 'suitable', 'respond', 'reread', 'letter', 'like', 'glance', 'back', 'forth', 'different', 'section', 'sure', 'take', 'detail', 'pain', 'joy', 'reside', 'part', 'encompass', 'gift', 'friend', 'finally', 'unburden', 'open', 'heart']","['conscious', 'relationships']",8,"['boxes', 'old', 'letter', 'often', 'carry', 'letter', 'around', 'purse', 'week', 'interlude', 'set', 'suitable', 'respond', 'reread', 'letter', 'like', 'glance', 'back', 'forth', 'different', 'section', 'sure', 'take', 'detail', 'pain', 'joy', 'reside', 'part', 'encompass', 'gift', 'friend', 'finally', 'unburden', 'open', 'heart', 'conscious', 'relationships']"
WORLD NEWS,"['winner', 'french', 'presidential', 'election', 'populism']",https://www.huffingtonpost.com/entry/and-the-winner-in-the-french-presidential-election_us_58ff7545e4b06c83622e70de,"['luck', 'roman', 'science', 'we', 'pc', 'first', 'round', 'presidential', 'election', 'highlight', 'transformation', 'french']","['and', 'the', 'winner', 'in', 'the', 'french', 'presidential', 'election']",9,"['winner', 'french', 'presidential', 'election', 'populism', 'luck', 'roman', 'science', 'we', 'pc', 'first', 'round', 'presidential', 'election', 'highlight', 'transformation', 'french', 'and', 'the', 'winner', 'in', 'the', 'french', 'presidential', 'election']"
BUSINESS,"['coli', 'outbreak', 'link', 'chip', 'restaurant', 'grow']",https://www.huffingtonpost.com/entry/chipotle-e-coli_us_5636336de4b063179912b2f2,"['least', 'people', 'infect', 'coli', 'outbreak', 'link', 'fast', 'casual', 'restaurant']","['chipotle', 'e', 'coli']",0,"['coli', 'outbreak', 'link', 'chip', 'restaurant', 'grow', 'least', 'people', 'infect', 'coli', 'outbreak', 'link', 'fast', 'casual', 'restaurant', 'chipotle', 'e', 'coli']"
WELLNESS,"['dale', 'byron', 'young', 'mother', 'scarred', 'allergic', 'reaction', 'fetus', 'hormone', 'photo']",https://www.huffingtonpost.com/entry/young-mother-dayle-byrom-scarred-for-life-by-allergic-reaction-fetus_us_5b9c5990e4b03a1dcc7df5d2,"['young', 'us', 'mother', 'horrific', 'mystify', 'rash', 'may', 'cause', 'unborn', 'child', 'sun', 'report', 'burn']","['young', 'mother', 'dayle', 'byrom', 'scarred', 'for', 'life', 'by', 'allergic', 'reaction', 'fetus']",8,"['dale', 'byron', 'young', 'mother', 'scarred', 'allergic', 'reaction', 'fetus', 'hormone', 'photo', 'young', 'us', 'mother', 'horrific', 'mystify', 'rash', 'may', 'cause', 'unborn', 'child', 'sun', 'report', 'burn', 'young', 'mother', 'dayle', 'byrom', 'scarred', 'for', 'life', 'by', 'allergic', 'reaction', 'fetus']"
PARENTING,"['late', 'parenting', 'trend', 'cd', 'method']",https://www.huffingtonpost.com/entry/latest-parenting-trend-ctfd-method_us_5b9d586de4b03a1dcc86e498,"['yes', 'use', 'cd', 'method', 'find', 'pressure', 'lift', 'realize', 'child', 'love', 'matter', 'even', 'they', 'have', 'yet', 'master', 'alphabet', 'also', 'learn', 'whether', 'good', 'parent', 'world', 'long', 'love', 'child', 'they', 'will', 'think', 'matter']","['latest', 'parenting', 'trend', 'ctfd', 'method']",3,"['late', 'parenting', 'trend', 'cd', 'method', 'yes', 'use', 'cd', 'method', 'find', 'pressure', 'lift', 'realize', 'child', 'love', 'matter', 'even', 'they', 'have', 'yet', 'master', 'alphabet', 'also', 'learn', 'whether', 'good', 'parent', 'world', 'long', 'love', 'child', 'they', 'will', 'think', 'matter', 'latest', 'parenting', 'trend', 'ctfd', 'method']"
STYLE & BEAUTY,"['hilary', 'duff', 'don', 'leather', 'legging', 'tube', 'top', 'night', 'photo']",https://www.huffingtonpost.com/entry/hilary-duff-leather-leggings-photos_us_5b9c37cfe4b03a1dcc7d2c47,"['commend', 'famous', 'mummy', 'say', 'screw', 'paparazzi', 'tabloid', 'go', 'new', 'mon', 'hilary', 'duff']","['hilary', 'duff', 'leather', 'leggings', 'photos']",6,"['hilary', 'duff', 'don', 'leather', 'legging', 'tube', 'top', 'night', 'photo', 'commend', 'famous', 'mummy', 'say', 'screw', 'paparazzi', 'tabloid', 'go', 'new', 'mon', 'hilary', 'duff', 'hilary', 'duff', 'leather', 'leggings', 'photos']"
SPORTS,"['year', 'old', 'hebron', 'james', 'hrs', 'new', 'highlight', 'reel', 'sick']",https://www.huffingtonpost.com/entry/lebron-james-jrs-new-highlight-reel-is-just-sick_us_588096b0e4b02c1837e9dd5d,"['son', 'also', 'rise']","['lebron', 'james', 'jrs', 'new', 'highlight', 'reel', 'is', 'just', 'sick']",5,"['year', 'old', 'hebron', 'james', 'hrs', 'new', 'highlight', 'reel', 'sick', 'son', 'also', 'rise', 'lebron', 'james', 'jrs', 'new', 'highlight', 'reel', 'is', 'just', 'sick']"
PARENTING,"['lunch', 'letter', 'little', 'thing', 'brighten', 'child', 'day']",https://www.huffingtonpost.com/entry/a-letter-to-brighten-your_us_5b9dd90be4b03a1dcc8db2d1,"['write', 'kid', 'note', 'stick', 'lunch', 'never', 'know', 'impact', 'live', 'small', 'thing', 'take', 'time']","['a', 'letter', 'to', 'brighten', 'your']",3,"['lunch', 'letter', 'little', 'thing', 'brighten', 'child', 'day', 'write', 'kid', 'note', 'stick', 'lunch', 'never', 'know', 'impact', 'live', 'small', 'thing', 'take', 'time', 'a', 'letter', 'to', 'brighten', 'your']"
FOOD & DRINK,"['recipe', 'make', 'garlic', 'scape']",https://www.huffingtonpost.com/entry/garlic-scape-recipes_us_5b9bede9e4b03a1dcc7b33bc,"['twisty', 'curly', 'bright', 'green', 'stem', 'one', 'favourite', 'thing', 'spring']","['garlic', 'scape', 'recipes']",2,"['recipe', 'make', 'garlic', 'scape', 'twisty', 'curly', 'bright', 'green', 'stem', 'one', 'favourite', 'thing', 'spring', 'garlic', 'scape', 'recipes']"
STYLE & BEAUTY,"['tara', 'jeff', 'student', 'never', 'use', 'heat', 'gorgeous', 'hair']",https://www.huffingtonpost.com/entry/heat-hair_us_5b9da53ae4b03a1dcc8ab867,"['first', 'lay', 'eye', 'tara', 'jeff', 'union', 'square', 'know', 'something', 'different', 'maybe', 'bold']","['heat', 'hair']",6,"['tara', 'jeff', 'student', 'never', 'use', 'heat', 'gorgeous', 'hair', 'first', 'lay', 'eye', 'tara', 'jeff', 'union', 'square', 'know', 'something', 'different', 'maybe', 'bold', 'heat', 'hair']"
TRAVEL,"['client', 'miamis', 'hot', 'beach', 'bod']",https://www.huffingtonpost.com/entry/muy-caliente-miamis-hotte_b_6262052.html,"['temperature', 'drop', 'excuse', 'huddle', 'indoor', 'bundle', 'sweatpant', 'eat', 'feeling', 'beat', 'winter', 'blue', 'escape', 'miami', 'little', 'fun', 'sun']","['muy', 'caliente', 'miamis', 'hotte']",7,"['client', 'miamis', 'hot', 'beach', 'bod', 'temperature', 'drop', 'excuse', 'huddle', 'indoor', 'bundle', 'sweatpant', 'eat', 'feeling', 'beat', 'winter', 'blue', 'escape', 'miami', 'little', 'fun', 'sun', 'muy', 'caliente', 'miamis', 'hotte']"
ENTERTAINMENT,"['next', 'james', 'bond']",https://www.huffingtonpost.com/entry/who-will-be-the-next-james-bond_us_5637ae0ee4b00aa54a4ef708,"['daniel', 'craig', 'leave', 'franchise', 'take']","['who', 'will', 'be', 'the', 'next', 'james', 'bond']",1,"['next', 'james', 'bond', 'daniel', 'craig', 'leave', 'franchise', 'take', 'who', 'will', 'be', 'the', 'next', 'james', 'bond']"
ENTERTAINMENT,"['nina', 'dob', 'rev', 'return', 'vampire', 'diary', 'series', 'finale']",https://www.huffingtonpost.com/entry/nina-dobrev-vampire-diaries-finale_us_588a3520e4b0737fd5cc1749,"['tight', 'lipped', 'actress', 'announce', 'news', 'thursday']","['nina', 'dobrev', 'vampire', 'diaries', 'finale']",1,"['nina', 'dob', 'rev', 'return', 'vampire', 'diary', 'series', 'finale', 'tight', 'lipped', 'actress', 'announce', 'news', 'thursday', 'nina', 'dobrev', 'vampire', 'diaries', 'finale']"
PARENTING,"['teach', 'son', 'appreciate', 'glory', 'spring']",https://www.huffingtonpost.com/entry/teaching-my-son-to-appreciate-spring_us_5b9cfb00e4b03a1dcc837ce8,"['long', 'story', 'short', 'mothering', 'job', 'properly', 'boy', 'day', 'come', 'recognize', 'appreciate', 'glory', 'spring', 'know', 'life', 'universal', 'cyclical', 'nature', 'confirmation', 'something', 'celebrate']","['teaching', 'my', 'son', 'to', 'appreciate', 'spring']",3,"['teach', 'son', 'appreciate', 'glory', 'spring', 'long', 'story', 'short', 'mothering', 'job', 'properly', 'boy', 'day', 'come', 'recognize', 'appreciate', 'glory', 'spring', 'know', 'life', 'universal', 'cyclical', 'nature', 'confirmation', 'something', 'celebrate', 'teaching', 'my', 'son', 'to', 'appreciate', 'spring']"
WELLNESS,"['health', 'care', 'outcome', 'determine', 'outside', 'health', 'care']",https://www.huffingtonpost.com/entry/health-care-costs_us_5b9ded73e4b03a1dcc8ee930,"['time', 'start', 'think', 'innovation', 'health', 'care', 'new', 'fancy', 'machine', 'surgical', 'technique', 'also', 'identify', 'approach', 'work', 'vulnerable', 'people', 'less', 'need', 'treat', 'acute', 'patient']","['health', 'care', 'costs']",8,"['health', 'care', 'outcome', 'determine', 'outside', 'health', 'care', 'time', 'start', 'think', 'innovation', 'health', 'care', 'new', 'fancy', 'machine', 'surgical', 'technique', 'also', 'identify', 'approach', 'work', 'vulnerable', 'people', 'less', 'need', 'treat', 'acute', 'patient', 'health', 'care', 'costs']"
TRAVEL,"['local', 'shop', 'around', 'world', 'photo']",https://www.huffingtonpost.com/entry/where-locals-shop-around_us_5b9cd82fe4b03a1dcc825a2a,"['perhaps', 'place', 'encapsulate', 'location', 'economy', 'history', 'hygiene', 'standard', 'like', 'spot']","['where', 'locals', 'shop', 'around']",7,"['local', 'shop', 'around', 'world', 'photo', 'perhaps', 'place', 'encapsulate', 'location', 'economy', 'history', 'hygiene', 'standard', 'like', 'spot', 'where', 'locals', 'shop', 'around']"
SPORTS,"['petition', 'rename', 'robert', 'lee', 'high', 'school', 'coach', 'pop']",https://www.huffingtonpost.com/entry/gregg-popovich-high-school-name_us_564de7d5e4b08c74b73485b8,['sign'],"['gregg', 'popovich', 'high', 'school', 'name']",5,"['petition', 'rename', 'robert', 'lee', 'high', 'school', 'coach', 'pop', 'sign', 'gregg', 'popovich', 'high', 'school', 'name']"
FOOD & DRINK,"['food', 'reason', 'spanish', 'well', 'life', 'photo']",https://www.huffingtonpost.com/entry/spanish-food_us_5b9dee49e4b03a1dcc8ef8a8,"['free', 'food', 'go', 'bar', 'enough', 'say']","['spanish', 'food']",2,"['food', 'reason', 'spanish', 'well', 'life', 'photo', 'free', 'food', 'go', 'bar', 'enough', 'say', 'spanish', 'food']"
SPORTS,"['venus', 'fight', 'bitter', 'end', 'lose', 'quarter', 'final', 'battle', 'piso']",https://www.huffingtonpost.com/entry/venus-fights-to-bitter-end-but-loses-quarter-final-battle-with-pliskova_us_57cdd56ae4b0a22de096aa57,"['will', 'not', 'get', 'williams', 'sister', 'final']","['venus', 'fights', 'to', 'bitter', 'end', 'but', 'loses', 'quarter', 'final', 'battle', 'with', 'pliskova']",5,"['venus', 'fight', 'bitter', 'end', 'lose', 'quarter', 'final', 'battle', 'piso', 'will', 'not', 'get', 'williams', 'sister', 'final', 'venus', 'fights', 'to', 'bitter', 'end', 'but', 'loses', 'quarter', 'final', 'battle', 'with', 'pliskova']"
WORLD NEWS,"['north', 'korea', 'celebrate', 'founder', 'birthday', 'mock', 'missile', 'attack', 'united', 'states']",https://www.huffingtonpost.com/entry/north-korea-mock-missile-attack_us_58f6f87fe4b0de5bac420c7b,"['footage', 'also', 'show', 'tattere', 'we', 'flag', 'flame']","['north', 'korea', 'mock', 'missile', 'attack']",9,"['north', 'korea', 'celebrate', 'founder', 'birthday', 'mock', 'missile', 'attack', 'united', 'states', 'footage', 'also', 'show', 'tattere', 'we', 'flag', 'flame', 'north', 'korea', 'mock', 'missile', 'attack']"
BUSINESS,"['former', 'intern', 'sue', 'gawker', 'pay', 'allege', 'medium', 'company', 'violate', 'federal', 'law']",https://www.huffingtonpost.com/entry/interns-sue-gawker-unpaid-no-pay_us_5bb2f82ee4b0480ca65fdf35,"['gawker', 'medium', 'founder', 'nick', 'denton', 'slap', 'lawsuit', 'week', 'three', 'former', 'worker', 'allege']","['interns', 'sue', 'gawker', 'unpaid', 'no', 'pay']",0,"['former', 'intern', 'sue', 'gawker', 'pay', 'allege', 'medium', 'company', 'violate', 'federal', 'law', 'gawker', 'medium', 'founder', 'nick', 'denton', 'slap', 'lawsuit', 'week', 'three', 'former', 'worker', 'allege', 'interns', 'sue', 'gawker', 'unpaid', 'no', 'pay']"
SPORTS,"['ray', 'rice', 'int', 'monster', 'nil']",https://www.huffingtonpost.com/entry/ray-rice-nfl_b_5789776.html,"['seem', 'count', 'national', 'football', 'league', 'team', 'right', 'thing', 'lie', 'hide', 'behind', 'money', 'make', 'appearance', 'try', 'hard', 'keep', 'main', 'focus']","['ray', 'rice', 'nfl']",5,"['ray', 'rice', 'int', 'monster', 'nil', 'seem', 'count', 'national', 'football', 'league', 'team', 'right', 'thing', 'lie', 'hide', 'behind', 'money', 'make', 'appearance', 'try', 'hard', 'keep', 'main', 'focus', 'ray', 'rice', 'nfl']"
BUSINESS,"['white', 'house', 'chief', 'staff', 'jacob', 'lew', 'wrong', 'time', 'austerity', 'measure']",https://www.huffingtonpost.com/entry/jacob-lew-deficit_us_5bb2b55ae4b0480ca65a0a6e,"['budget', 'deliver', 'congress', 'monday', 'project', 'deficit', 'trillion', 'fiscal', 'year', 'percent']","['jacob', 'lew', 'deficit']",0,"['white', 'house', 'chief', 'staff', 'jacob', 'lew', 'wrong', 'time', 'austerity', 'measure', 'budget', 'deliver', 'congress', 'monday', 'project', 'deficit', 'trillion', 'fiscal', 'year', 'percent', 'jacob', 'lew', 'deficit']"
STYLE & BEAUTY,"['thing', 'britney', 'spear', 'ever', 'wear']",https://www.huffingtonpost.com/entry/90s-britney-spears_us_5b9db067e4b03a1dcc8b8559,"['crimp', 'hair', 'see', 'brit', 'full', 'evolution', 'khaki', 'short', 'scrunchie', 'crop', 'top', 'really', 'love', 'britney', 'back']","['90s', 'britney', 'spears']",6,"['thing', 'britney', 'spear', 'ever', 'wear', 'crimp', 'hair', 'see', 'brit', 'full', 'evolution', 'khaki', 'short', 'scrunchie', 'crop', 'top', 'really', 'love', 'britney', 'back', '90s', 'britney', 'spears']"
ENTERTAINMENT,"['bachelor', 'season', 'episode', 'make', 'friend', 'podcast']",https://www.huffingtonpost.com/entry/the-bachelor-season-21-episode-5-here-to-make-friends-podcast_us_5890c3b6e4b0c90eff005f37,"['week', 'ponder', 'stupidity', 'take', 'heavily', 'whitewash', 'tour', 'new', 'orleans', 'plantations', 'voodoo']","['the', 'bachelor', 'season', '21', 'episode', '5', 'here', 'to', 'make', 'friends', 'podcast']",1,"['bachelor', 'season', 'episode', 'make', 'friend', 'podcast', 'week', 'ponder', 'stupidity', 'take', 'heavily', 'whitewash', 'tour', 'new', 'orleans', 'plantations', 'voodoo', 'the', 'bachelor', 'season', '21', 'episode', '5', 'here', 'to', 'make', 'friends', 'podcast']"
SPORTS,"['us', 'swimmer', 'benz', 'say', 'locate', 'play', 'key', 'role', 'rio', 'scandal']",https://www.huffingtonpost.com/entry/swimmer-bentz-lochte-rio_us_57b7c28be4b0b51733a3b942,"['first', 'account', 'one', 'locate', 'companion', 'contradict', 'story', 'give', 'olympic', 'champion']","['swimmer', 'bentz', 'lochte', 'rio']",5,"['us', 'swimmer', 'benz', 'say', 'locate', 'play', 'key', 'role', 'rio', 'scandal', 'first', 'account', 'one', 'locate', 'companion', 'contradict', 'story', 'give', 'olympic', 'champion', 'swimmer', 'bentz', 'lochte', 'rio']"
WORLD NEWS,"['brazils', 'wilma', 'rousseau', 'defend', 'impeachment', 'trial']",https://www.huffingtonpost.com/entry/dilma-impeachment-brazil_us_57c43b4fe4b0419342100381,"['suspend', 'president', 'take', 'stand', 'monday', 'say', 'future', 'brazil', 'stake']","['dilma', 'impeachment', 'brazil']",9,"['brazils', 'wilma', 'rousseau', 'defend', 'impeachment', 'trial', 'suspend', 'president', 'take', 'stand', 'monday', 'say', 'future', 'brazil', 'stake', 'dilma', 'impeachment', 'brazil']"
TRAVEL,"['oahu', 'top', 'tourist', 'spot', 'number', 'place', 'drown']",https://www.huffingtonpost.com/entry/hanauma-bay-drowning_us_5b9d9cc2e4b03a1dcc8a3b21,"['doubt', 'done', 'go', 'good', 'way', 'enjoy', 'hawaii', 'ocean', 'activity', 'follow', 'basic', 'rule', 'water']","['hanauma', 'bay', 'drowning']",7,"['oahu', 'top', 'tourist', 'spot', 'number', 'place', 'drown', 'doubt', 'done', 'go', 'good', 'way', 'enjoy', 'hawaii', 'ocean', 'activity', 'follow', 'basic', 'rule', 'water', 'hanauma', 'bay', 'drowning']"
POLITICS,"['union', 'need', 'make', 'political', 'donation']",https://www.huffingtonpost.com/entry/labor-day-blues_b_11861578.html,"['national', 'rifle', 'association', 'era', 'membership', 'barely', 'five', 'million', 'strike', 'terror', 'heart', 'america', 'lawmaker', 'surely', 'million', 'union', 'worker', 'ability', 'make', 'noise']","['labor', 'day', 'blues']",4,"['union', 'need', 'make', 'political', 'donation', 'national', 'rifle', 'association', 'era', 'membership', 'barely', 'five', 'million', 'strike', 'terror', 'heart', 'america', 'lawmaker', 'surely', 'million', 'union', 'worker', 'ability', 'make', 'noise', 'labor', 'day', 'blues']"
POLITICS,"['honour', 'congressional', 'gold', 'medal', 'recipient', 'raoul', 'waldenburg', 'one', 'man', 'make', 'difference']",https://www.huffingtonpost.com/entry/honoring-raoul-wallenberg_b_5561725.html,"['july', 'american', 'congress', 'convey', 'powerful', 'message', 'bestowal', 'congressional', 'gold', 'medal', 'remember', 'courageous', 'act', 'raoul', 'waldenburg', 'diplomat', 'choose', 'rise', 'high', 'moral', 'calling']","['honoring', 'raoul', 'wallenberg']",4,"['honour', 'congressional', 'gold', 'medal', 'recipient', 'raoul', 'waldenburg', 'one', 'man', 'make', 'difference', 'july', 'american', 'congress', 'convey', 'powerful', 'message', 'bestowal', 'congressional', 'gold', 'medal', 'remember', 'courageous', 'act', 'raoul', 'waldenburg', 'diplomat', 'choose', 'rise', 'high', 'moral', 'calling', 'honoring', 'raoul', 'wallenberg']"
FOOD & DRINK,"['reason', 'marshmallow', 'need', 'get', 'away', 'sweet', 'potato']",https://www.huffingtonpost.com/entry/sweet-potato-marshmallow_us_5b9daf94e4b03a1dcc8b74d1,"['annual', 'abomination', 'go']","['sweet', 'potato', 'marshmallow']",2,"['reason', 'marshmallow', 'need', 'get', 'away', 'sweet', 'potato', 'annual', 'abomination', 'go', 'sweet', 'potato', 'marshmallow']"
PARENTING,"['child', 'loner']",https://www.huffingtonpost.com/entry/shy-teens_us_5b9cb111e4b03a1dcc80f034,"['mostly', 'sweet', 'sensitive', 'socially', 'awkward', 'kid', 'quietly', 'inhabit', 'fringe', 'world', 'lucky', 'one', 'similarly', 'afflict', 'friend', 'someone', 'take', 'edge', 'loneliness']","['shy', 'teens']",3,"['child', 'loner', 'mostly', 'sweet', 'sensitive', 'socially', 'awkward', 'kid', 'quietly', 'inhabit', 'fringe', 'world', 'lucky', 'one', 'similarly', 'afflict', 'friend', 'someone', 'take', 'edge', 'loneliness', 'shy', 'teens']"
